Date,Departure,Destination,Airline,Price,Departure Time,Arrival Time,Stops,Duration,Flight Type
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,06:05,20:25,2 stops,21h 20m,Economy Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,06:05,20:25,2 stops,21h 20m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4019,01:05,13:40,2 stops,19h 35m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4020,07:00,20:25,2 stops,20h 25m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4020,07:00,20:25,2 stops,20h 25m,Economy Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4020,07:00,20:25,2 stops,20h 25m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4029,07:00,20:25,2 stops,20h 25m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4029,07:00,20:25,2 stops,20h 25m,Economy Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4043,07:00,20:25,2 stops,20h 25m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4060,05:15,15:40,2 stops,17h 25m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, United Airlines",4344,07:00,15:40,1 stop,15h 40m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Condor,4351,05:15,14:05,1 stop,15h 50m,Economy Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,2858,00:10,08:15+1,1 stop,39h 05m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,2858,23:55,08:15+2,1 stop,39h 20m,Basic Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,2858,23:45,08:15+2,1 stop,39h 30m,Basic Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,2862,12:40,19:00+1,2 stops,37h 20m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,2862,11:50,19:00+1,2 stops,38h 10m,Basic Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3179,09:55,13:55+1,1 stop,35h 00m,Economy Basic Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,3186,21:00,22:00+1,1 stop,32h 00m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,3190,15:20,18:10+1,1 stop,33h 50m,Economy Basic Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,3190,07:20,11:20+1,1 stop,35h 00m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,3190,17:55,22:00+1,1 stop,35h 05m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,3190,12:20,18:10+1,1 stop,36h 50m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,3190,05:05,11:20+1,1 stop,37h 15m,Basic Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3201,09:55,19:00+1,2 stops,40h 05m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Turkish Airlines,3205,21:25,22:00+1,1 stop,31h 35m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3347,09:55,19:00+1,2 stops,40h 05m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Etihad Airways,3707,13:40,15:50+1,1 stop,33h 10m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air Canada,3833,11:55,12:41+1,1 stop,31h 46m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,SWISS,3882,18:20,16:15+1,1 stop,28h 55m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,3894,11:55,12:41+1,1 stop,31h 46m,Economy Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"SWISS, United Airlines",3909,18:20,13:05+1,1 stop,25h 45m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"SWISS, United Airlines",3909,18:20,16:15+1,1 stop,28h 55m,Economy Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, United Airlines",3927,05:15,20:25,1 stop,22h 10m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Brussels Airlines, Air Canada",3938,01:05,20:27,2 stops,26h 22m,Economy Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air Canada,3945,05:15,22:21,2 stops,24h 06m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada",3963,05:15,22:21,2 stops,24h 06m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,3971,17:10,15:40+1,1 stop,29h 30m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Brussels Airlines, United Airlines",3973,16:10,13:20+1,1 stop,28h 10m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,3975,16:20,13:40+1,1 stop,28h 20m,Economy Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,3975,07:55,13:40+1,1 stop,36h 45m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,3979,17:10,15:40+1,1 stop,29h 30m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,3983,16:20,13:40+1,1 stop,28h 20m,Economy Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,3983,16:20,20:25+1,1 stop,35h 05m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,3983,16:20,20:25+1,1 stop,35h 05m,Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,3983,07:55,13:40+1,1 stop,36h 45m,Eco Special
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,3983,07:55,13:40+1,1 stop,36h 45m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,3986,16:10,13:20+1,1 stop,28h 10m,Eco Special
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,3995,16:20,13:40+1,1 stop,28h 20m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4005,01:05,15:40,2 stops,21h 35m,Eco Special
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4005,01:05,15:40,2 stops,21h 35m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,TAP AIR PORTUGAL,4008,06:30,08:40+1,2 stops,33h 10m,Eco Special
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,SWISS,4012,18:20,14:40+1,2 stops,27h 20m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,SWISS,4012,18:20,14:40+1,2 stops,27h 20m,Eco Special
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,13:40+1,2 stops,29h 00m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,13:40+1,2 stops,29h 00m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,13:40+1,2 stops,29h 00m,Flexible
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,20:25+1,2 stops,35h 45m,Flexible
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,20:25+1,2 stops,35h 45m,Flexible
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,20:25+1,2 stops,35h 45m,Flexible
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,20:25+1,2 stops,35h 45m,Flexible
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,20:25+1,2 stops,35h 45m,Flexible
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,20:25+1,2 stops,35h 45m,Eco Special
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,20:25+1,2 stops,35h 45m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,15:40,20:25+1,2 stops,35h 45m,Flexible
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4019,01:05,20:25,2 stops,26h 20m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4019,01:05,20:25,2 stops,26h 20m,Economy Choice
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4019,01:05,20:25,2 stops,26h 20m,Economy Choice Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4019,01:05,20:25,2 stops,26h 20m,Basic Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4019,01:05,20:25,2 stops,26h 20m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4046,16:20,20:25+1,1 stop,35h 05m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4053,16:10,15:40+1,2 stops,30h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4053,16:10,15:40+1,2 stops,30h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4056,17:10,13:20+1,2 stops,27h 10m,Economy Basic Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4067,16:10,13:40+1,2 stops,28h 30m,Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,4067,15:40,13:40+1,2 stops,29h 00m,Basic Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4067,15:40,13:40+1,2 stops,29h 00m,Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4067,16:10,20:25+1,2 stops,35h 15m,Latitude
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4067,16:10,20:25+1,2 stops,35h 15m,Economy Basic Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4067,16:10,20:25+1,2 stops,35h 15m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4067,16:10,20:25+1,2 stops,35h 15m,Basic Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4067,16:10,20:25+1,2 stops,35h 15m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4067,15:40,20:25+1,2 stops,35h 45m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,4067,15:40,20:25+1,2 stops,35h 45m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,17:10,13:20+1,2 stops,27h 10m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4084,16:20,13:20+1,2 stops,28h 00m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,TAP AIR PORTUGAL,4089,06:30,08:40+1,2 stops,33h 10m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,16:20,13:20+1,2 stops,28h 00m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,07:55,13:20+1,2 stops,36h 25m,Economy (partially refundable)
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,07:55,13:20+1,2 stops,36h 25m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,07:55,13:20+1,2 stops,36h 25m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4113,17:10,13:40+1,2 stops,27h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4113,17:10,13:40+1,2 stops,27h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4113,17:10,20:25+1,2 stops,34h 15m,Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4113,17:10,20:25+1,2 stops,34h 15m,Classic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4127,16:20,15:40+1,2 stops,30h 20m,Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4142,17:10,13:40+1,2 stops,27h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4347,17:10,13:40+1,2 stops,27h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4347,17:10,20:25+1,2 stops,34h 15m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Condor",4351,05:15,14:05,1 stop,15h 50m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4362,16:20,15:40+1,2 stops,30h 20m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air Europa,4511,16:05,17:50+1,1 stop,32h 45m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, Air Canada",4514,06:05,22:21,2 stops,23h 16m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"SWISS, Air Canada",4537,05:20,20:27,2 stops,22h 07m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada",4579,07:55,22:21,2 stops,21h 26m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air Canada,4579,07:55,22:21,2 stops,21h 26m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada",4579,07:55,22:21,2 stops,21h 26m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada",4579,05:15,22:21,2 stops,24h 06m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air Canada,4579,05:15,22:21,2 stops,24h 06m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air Europa,4678,16:05,12:55+1,1 stop,27h 50m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Air Europa",4771,03:30,12:55,1 stop,16h 25m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Royal Jordanian,4924,17:45,15:55+1,1 stop,29h 10m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"SWISS, United Airlines",5304,05:20,13:05,1 stop,14h 45m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"SWISS, United Airlines",5304,05:20,16:15,1 stop,17h 55m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada",5403,07:00,22:21,2 stops,22h 21m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,5746,06:50,15:20,1 stop,15h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,5858,06:50,19:35,1 stop,19h 45m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6018,09:05,18:10,1 stop,16h 05m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6018,09:05,21:05,1 stop,19h 00m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air France,6264,07:50,17:00,1 stop,16h 10m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air France,6282,07:50,16:00,1 stop,15h 10m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,00:10,19:00+1,2 stops,49h 50m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,00:10,19:00+1,2 stops,49h 50m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,23:55,19:00+2,2 stops,50h 05m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,23:55,19:00+2,2 stops,50h 05m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,23:45,19:00+2,2 stops,50h 15m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,23:45,19:00+2,2 stops,50h 15m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,18:25,19:00+2,2 stops,55h 35m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,18:25,19:00+2,2 stops,55h 35m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,12:40,19:00+2,2 stops,61h 20m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,12:40,19:00+2,2 stops,61h 20m,Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Emirates,3012,11:50,19:00+2,2 stops,62h 10m,Classic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Ethiopian Air,3885,09:00,19:00+1,2 stops,41h 00m,Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,SWISS,3971,05:20,14:40+1,2 stops,40h 20m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Ethiopian Air,3974,09:00,19:00+1,1 stop,41h 00m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,06:05,13:40+1,2 stops,38h 35m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,06:05,13:40+1,2 stops,38h 35m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4012,06:05,13:40+1,2 stops,38h 35m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,SWISS,4012,05:20,14:40+1,2 stops,40h 20m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,01:05,15:40+1,2 stops,45h 35m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,01:05,15:40+1,2 stops,45h 35m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,01:05,15:40+1,2 stops,45h 35m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,01:05,15:40+1,2 stops,45h 35m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,01:05,15:40+1,2 stops,45h 35m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,SWISS,4037,05:20,14:40+1,2 stops,40h 20m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,SWISS,4037,05:20,14:40+1,2 stops,40h 20m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,SWISS,4037,05:20,14:40+1,2 stops,40h 20m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Multiple Airlines,4067,06:05,13:40+1,2 stops,38h 35m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4067,06:05,13:40+1,2 stops,38h 35m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4067,06:05,13:40+1,2 stops,38h 35m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",4067,06:05,13:40+1,2 stops,38h 35m,Economy Basic Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,01:05,13:40+1,2 stops,43h 35m,Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,01:05,13:40+1,2 stops,43h 35m,Latitude
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,01:05,13:40+1,2 stops,43h 35m,Basic Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,01:05,13:40+1,2 stops,43h 35m,Economy Basic Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,01:05,13:40+1,2 stops,43h 35m,Economy Basic Plus
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,01:05,20:25+1,2 stops,50h 20m,Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,01:05,20:25+1,2 stops,50h 20m,Latitude
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Basic Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4085,07:00,13:40+1,2 stops,37h 40m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4085,07:00,13:40+1,2 stops,37h 40m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,05:15,13:20+1,2 stops,39h 05m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,05:15,13:20+1,2 stops,39h 05m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,05:15,13:20+1,2 stops,39h 05m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Economy Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Light
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,20:25+2,2 stops,59h 15m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,20:25+2,2 stops,59h 15m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4142,07:00,13:40+1,2 stops,37h 40m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4289,07:00,20:25+1,2 stops,44h 25m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4289,07:00,20:25+1,2 stops,44h 25m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4316,07:55,13:20+1,2 stops,36h 25m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4316,05:15,13:20+1,2 stops,39h 05m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4335,17:10,13:20+2,2 stops,51h 10m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Ethiopian Air,4348,00:45,19:00+1,2 stops,49h 15m,Eco Flex
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,ITA Airways,4451,14:30,18:50+1,1 stop,35h 20m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"SWISS, Air Canada",5362,05:20,22:21,2 stops,24h 01m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Condor",5530,16:20,14:05+1,1 stop,28h 45m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,5549,06:50,13:55+1,1 stop,38h 05m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,5746,06:50,12:35+1,1 stop,36h 45m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,5924,07:00,22:21,2 stops,22h 21m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,United Airlines,5924,07:00,12:41+1,2 stops,36h 41m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6018,09:05,23:05,1 stop,21h 00m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,ITA Airways,6025,14:30,14:25+1,1 stop,30h 55m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,ITA Airways,6025,09:15,14:25+1,1 stop,36h 10m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6081,03:10,15:20,1 stop,19h 10m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6081,03:10,16:55,1 stop,20h 45m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6081,03:10,18:10,1 stop,22h 00m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6197,03:10,14:55,1 stop,18h 45m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,KLM,6267,05:15,15:10,1 stop,16h 55m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air France,6267,05:15,15:10,1 stop,16h 55m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air France,6282,07:50,19:10,1 stop,18h 20m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air France,6282,07:50,20:55,1 stop,20h 05m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air France,6282,07:50,21:45,1 stop,20h 55m,Economy Basic
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,KLM,6290,05:15,15:50,1 stop,17h 35m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,KLM,6290,05:15,19:30,1 stop,21h 15m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,Air France,6290,05:15,19:30,1 stop,21h 15m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6301,09:05,19:35,1 stop,17h 30m,Economy
2023-12-15,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6360,03:10,13:55,1 stop,17h 45m,Economy
