Date,Departure,Destination,Airline,Price,Departure Time,Arrival Time,Stops,Duration,Flight Type
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Delta,6931,06:50,18:10,1 stop,18h 20m,Eco Flex Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Delta,6956,11:05,22:24,1 stop,18h 19m,Eco Special
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Delta,6699,07:50,20:55,1 stop,20h 05m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6580,05:15,16:00,2 stops,17h 45m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4085,07:00,13:40+1,2 stops,37h 40m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4085,07:00,13:40+1,2 stops,37h 40m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6587,05:15,16:00,2 stops,17h 45m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6308,05:15,19:30,1 stop,21h 15m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada",4611,16:35,20:27+1,2 stops,34h 52m,Economy Basic
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6623,05:15,17:01,2 stops,18h 46m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Delta,6699,07:50,21:45,1 stop,20h 55m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6558,05:15,16:55,2 stops,18h 40m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6100,05:30,21:05,1 stop,22h 35m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Delta,6956,11:05,23:37,1 stop,19h 32m,Flexible
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6308,05:15,19:30,1 stop,21h 15m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",5407,15:40,13:40+1,2 stops,29h 00m,Refundable Comfort+
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"Austrian Airlines, United Airlines",5407,15:40,13:40+1,2 stops,29h 00m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,5080,18:25,19:00+1,2 stops,31h 35m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Delta,6931,06:50,19:35,1 stop,19h 45m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6623,05:15,16:51,2 stops,18h 36m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6623,05:15,16:51,2 stops,18h 36m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Lufthansa,4142,07:00,13:40+1,2 stops,37h 40m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6623,05:15,17:01,2 stops,18h 46m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6933,07:50,19:35,2 stops,18h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,5080,11:50,13:55+1,1 stop,33h 05m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6688,05:15,17:00,2 stops,18h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6688,05:15,17:00,2 stops,18h 45m,Economy (partially refundable)
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6558,05:15,18:10,2 stops,19h 55m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4584,07:00,12:41+1,2 stops,36h 41m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6818,05:15,16:55,2 stops,18h 40m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Delta,6931,06:50,21:05,1 stop,21h 15m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6100,05:30,23:05,1 stop,24h 35m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6580,05:15,19:10,2 stops,20h 55m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6580,05:15,19:10,2 stops,20h 55m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6580,05:15,19:10,2 stops,20h 55m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Delta,6753,05:15,19:30,1 stop,21h 15m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6621,05:15,19:10,2 stops,20h 55m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6621,05:15,19:10,2 stops,20h 55m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,05:15,13:20+1,2 stops,39h 05m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,05:15,13:20+1,2 stops,39h 05m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4107,05:15,13:20+1,2 stops,39h 05m,Refundable Comfort+
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4067,05:15,13:40+1,2 stops,39h 25m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,05:15,13:40+1,2 stops,39h 25m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,05:15,13:40+1,2 stops,39h 25m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,05:15,13:40+1,2 stops,39h 25m,Refundable Comfort+
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,05:15,13:40+1,2 stops,39h 25m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,05:15,13:40+1,2 stops,39h 25m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6818,05:15,18:10,2 stops,19h 55m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,SWISS,3971,05:20,14:40+1,2 stops,40h 20m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,SWISS,4012,05:20,14:40+1,2 stops,40h 20m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6558,05:15,21:05,2 stops,22h 50m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6558,05:15,21:05,2 stops,22h 50m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6558,05:15,21:05,2 stops,22h 50m,Flexible
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6558,05:15,21:05,2 stops,22h 50m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,SWISS,4037,05:20,14:40+1,2 stops,40h 20m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,SWISS,4037,05:20,14:40+1,2 stops,40h 20m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,SWISS,4037,05:20,14:40+1,2 stops,40h 20m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,SWISS,4037,05:20,14:40+1,2 stops,40h 20m,Refundable Comfort+
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6618,05:15,20:10,2 stops,21h 55m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6498,16:05,10:50+1,1 stop,25h 45m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Delta,6931,06:50,23:05,1 stop,23h 15m,Refundable Comfort+
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, United Airlines",4699,07:00,13:40+1,2 stops,37h 40m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, United Airlines",4699,07:00,13:40+1,2 stops,37h 40m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"EL AL, Virgin Atlantic",6520,17:15,12:35+1,1 stop,26h 20m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,05:15,15:40+1,2 stops,41h 25m,Economy (partially refundable)
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,05:15,15:40+1,2 stops,41h 25m,Economy (partially refundable)
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,05:15,15:40+1,2 stops,41h 25m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,05:15,15:40+1,2 stops,41h 25m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4035,05:15,15:40+1,2 stops,41h 25m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4053,05:15,15:40+1,2 stops,41h 25m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4053,05:15,15:40+1,2 stops,41h 25m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,ITA Airways,6025,14:30,14:25+1,1 stop,30h 55m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,2901,23:55,19:00+2,2 stops,50h 05m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6561,05:15,23:05,2 stops,24h 50m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6561,05:15,23:05,2 stops,24h 50m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6561,05:15,23:05,2 stops,24h 50m,Refundable Comfort+
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6561,05:15,23:05,2 stops,24h 50m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6561,05:15,23:05,2 stops,24h 50m,Economy Basic
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6561,05:15,23:05,2 stops,24h 50m,Economy Basic
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6966,05:15,19:35,2 stops,21h 20m,Eco Flex Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6966,05:15,19:35,2 stops,21h 20m,Eco Special
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6966,05:15,19:35,2 stops,21h 20m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6966,05:15,19:35,2 stops,21h 20m,Refundable Comfort+
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Egypt Air,7734,18:50,08:00+1,1 stop,20h 10m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6852,05:15,21:05,2 stops,22h 50m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,5080,11:50,19:00+1,2 stops,38h 10m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,6606,16:05,13:00+1,1 stop,27h 55m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,7614,01:05,13:59,1 stop,19h 54m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Air France,7220,05:15,19:31,2 stops,21h 16m,Business Leisure
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4289,07:00,20:25+1,2 stops,44h 25m,Eco Flex Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4289,07:00,20:25+1,2 stops,44h 25m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Ethiopian Air,6560,15:35,13:40+1,2 stops,29h 05m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6855,05:15,23:05,2 stops,24h 50m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,7614,01:05,15:59,1 stop,21h 54m,Economy (partially refundable)
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,ITA Airways,6025,14:30,18:50+1,1 stop,35h 20m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4067,05:15,20:25+1,2 stops,46h 10m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,05:15,20:25+1,2 stops,46h 10m,Refundable Comfort+
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4075,05:15,20:25+1,2 stops,46h 10m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,5731,06:50,12:35+1,1 stop,36h 45m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6613,16:05,15:50+1,2 stops,30h 45m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6613,16:05,15:50+1,2 stops,30h 45m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,6621,16:05,15:50+1,2 stops,30h 45m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,KLM,7256,05:15,22:24,2 stops,24h 09m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,ITA Airways,6077,09:15,14:25+1,1 stop,36h 10m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,LOT,3331,20:05,20:35+2,2 stops,55h 30m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,LOT,3331,20:05,20:35+2,2 stops,55h 30m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,8206,00:10,13:55,1 stop,20h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Virgin Atlantic,5858,06:50,13:55+1,1 stop,38h 05m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,9349,06:25,14:25,1 stop,15h 00m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,8206,23:45,13:55+1,1 stop,21h 10m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,4073,23:55,19:00+2,2 stops,50h 05m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,9728,00:20,05:55,nonstop,12h 35m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,13:40+2,2 stops,52h 30m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,9349,06:25,16:10,1 stop,16h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9479,09:05,18:45,1 stop,16h 40m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,9349,06:25,17:10,1 stop,17h 45m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,9244,06:25,18:10,1 stop,18h 45m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4082,16:10,15:40+2,2 stops,54h 30m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9479,09:05,20:15,1 stop,18h 10m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,9349,06:25,18:45,1 stop,19h 20m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,4073,18:25,19:00+2,2 stops,55h 35m,Refundable Main
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,9884,06:15,15:05,1 stop,15h 50m,Refundable Comfort+
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,8277,12:40,08:15+1,1 stop,26h 35m,Refundable Premium
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,06:25,14:25,1 stop,15h 00m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,06:25,14:25,1 stop,15h 00m,Economy Basic Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,9349,06:25,19:30,1 stop,20h 05m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"Lufthansa, Air Canada",8965,07:00,22:21,2 stops,22h 21m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,9349,06:25,20:15,1 stop,20h 50m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,7786,17:15,18:45+1,1 stop,32h 30m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,09:05,18:45,1 stop,16h 40m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"SWISS, Air Canada",8901,05:20,20:27,2 stops,22h 07m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,06:25,16:10,1 stop,16h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9479,09:05,23:00,1 stop,20h 55m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,8277,00:10,19:00,2 stops,25h 50m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,8277,23:45,19:00+1,2 stops,26h 15m,Eco Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,9884,05:30,15:05,1 stop,16h 35m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10134,05:50,14:10,1 stop,15h 20m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,8277,09:55,08:15+1,1 stop,29h 20m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,06:25,17:10,1 stop,17h 45m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,7786,17:15,20:15+1,1 stop,34h 00m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,9956,06:25,18:10,1 stop,18h 45m,Business
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",9956,06:25,18:10,1 stop,18h 45m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,09:05,20:15,1 stop,18h 10m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,20:25+2,2 stops,59h 15m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Brussels Airlines,4123,16:10,20:25+2,2 stops,59h 15m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10093,05:30,15:05,1 stop,16h 35m,Mixed
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"SWISS, Air Canada",8924,05:20,22:21,2 stops,24h 01m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,9959,06:15,18:55,1 stop,19h 40m,Eco Flex Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Ethiopian Air,4321,15:35,19:00+2,2 stops,58h 25m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,06:25,18:45,1 stop,19h 20m,Mixed
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,06:25,18:45,1 stop,19h 20m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,06:25,19:30,1 stop,20h 05m,Economy (partially refundable)
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,06:25,19:30,1 stop,20h 05m,Economy (partially refundable)
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9345,18:25,13:15+1,1 stop,25h 50m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,7786,17:15,23:00+1,1 stop,36h 45m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,06:25,20:15,1 stop,20h 50m,Mixed
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,06:25,20:15,1 stop,20h 50m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,09:05,23:00,1 stop,20h 55m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,16:10,2 stops,17h 40m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10273,06:30,18:55,2 stops,19h 25m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10063,06:25,21:10,1 stop,21h 45m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,06:25,21:10,1 stop,21h 45m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9367,17:30,13:35+1,1 stop,27h 05m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9382,17:05,13:15+1,1 stop,27h 10m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,10196,06:25,19:50,2 stops,20h 25m,Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,10063,05:30,18:45,1 stop,20h 15m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9393,17:00,13:35+1,1 stop,27h 35m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,American Airlines,10093,05:30,18:55,1 stop,20h 25m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,17:10,2 stops,18h 40m,Eco Flex Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,10175,06:25,21:10,1 stop,21h 45m,Eco Special
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,United Airlines,4345,07:00,13:40+2,2 stops,61h 40m,Economy Light
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9479,17:15,13:45+1,1 stop,27h 30m,Basic Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10246,06:55,21:10,2 stops,21h 15m,Economy Fully Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10246,06:55,21:10,2 stops,21h 15m,Eco Flex Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,06:25,22:45,1 stop,23h 20m,Eco Special
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9423,16:50,14:10+1,1 stop,28h 20m,Eco Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,06:25,23:00,1 stop,23h 35m,Main Cabin Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,10063,05:30,20:15,1 stop,21h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10275,05:30,18:55,1 stop,20h 25m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,18:45,2 stops,20h 15m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,18:45,2 stops,20h 15m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,10175,06:25,22:45,1 stop,23h 20m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Ethiopian Air,6821,00:45,13:40+1,2 stops,43h 55m,Basic Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,10175,06:25,23:00,1 stop,23h 35m,Economy Fully Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,19:30,2 stops,21h 00m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,19:30,2 stops,21h 00m,Basic Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,19:30,2 stops,21h 00m,Economy Fully Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,19:30,2 stops,21h 00m,Basic Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"Iberia, Finnair",10093,18:25,13:15+1,1 stop,25h 50m,Economy Fully Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,20:15,2 stops,21h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,20:15,2 stops,21h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,20:15,2 stops,21h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,10248,05:30,20:15,2 stops,21h 45m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,16:25,11:25+1,1 stop,26h 00m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,10175,16:25,11:25+1,1 stop,26h 00m,Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,10063,05:30,23:00,1 stop,24h 30m,Basic Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,16:25,12:50+1,1 stop,27h 25m,Economy Fully Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,9992,18:25,15:05+1,1 stop,27h 40m,Eco Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"Iberia, Finnair",10129,18:25,15:05+1,1 stop,27h 40m,Flexible
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,10175,16:25,12:50+1,1 stop,27h 25m,Basic
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,16:25,13:45+1,1 stop,28h 20m,Eco Special
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,16:25,14:25+1,1 stop,29h 00m,Eco Flex Plus
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,10175,16:25,13:45+1,1 stop,28h 20m,Main Cabin Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Emirates,5189,11:50,19:00+2,2 stops,62h 10m,Economy Fully Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,British Airways,10175,16:25,14:25+1,1 stop,29h 00m,Basic Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,"British Airways, Finnair",10063,16:25,16:10+1,1 stop,30h 45m,Economy Fully Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,Iberia,9992,18:25,18:55+1,1 stop,31h 30m,Flex
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9479,09:05,13:45+1,1 stop,35h 40m,Basic Economy
2023-12-07,Ben Gurion Intl,John F Kennedy Intl,EL AL,9423,09:00,14:10+1,1 stop,36h 10m,Economy Fully Flex
